,price,description,location,type,size,bedrooms,bathrooms,available_from,available_year,available_month,available_day
92,10000000,"Developer : ORA
Project Name : Silver Sands
For more details please contact :
+201225568120
=============
Unit details
Unit Type : Chalet
Number Of Bedroom : 1
Number Of Bathroom : 2
-Reception
-Terrace
-Fully Finished
===========
About Silversands
Silver Sands in Sidi Heneish, North Coast is an artwork by Ora Developers rolling over 506 acres (2,112,600 SQM) of land. The project is created to be a summer resort, an easy-peasy weekend destination, and an all-year-season gateway.
The project is created to be “ the Egyptian rendition of Grenada’s Silversands with the essence of Caribbean luxury lifestyle living”. This is clearly seen in every element of Silver Sands North Coast including its endless amenities, prime location, and premium properties.
==========
The location of Silversands was carefully chosen in Sidi Heneish to complete the symphony of comfort embedded in the project. You can find Silver Sands on the 243rd km of Alexandria - Marsa Matrouh Road (also known as the International Coastal Road).
The prime Silver Sands location is right between Hacienda Heneish and Almaza Bay, making it:
138 km away from Alamein
202 km away from Borg Al Arab
220 km away from Alexandria
360 km away from Cairo
For more details please contact:
+201225568120","Silver Sands, Qesm Marsa Matrouh, North Coast",Chalet,86.0,1,2,2025-08-13,2025,8,13
93,19300000,"Penthouse for Sale in Somabay – Prime Location
3 Bedrooms | 188 sqm BUA | Fully Finished | Lagoon View
For more details, contact:
Mahy Assem | 01220514187
Unit Details:
Built-up Area: 188 sqm
Bedrooms: 3
Finishing: Fully Finished
View: Lagoon View
About Somabay:
Somabay is one of the Red Sea’s most exclusive destinations, combining natural beauty with world-class facilities. Perfectly located:
54 km south of Hurghada (approx. 50 minutes).
15 km north of Safaga (approx. 22 minutes).
156 km from Sharm El Sheikh (accessible by car or bus).
45 km from Hurghada International Airport.
Amenities & Facilities:
Exclusive Clubhouse & Social Areas
Swimming Pools & Kids’ Pools
Children’s Play Areas
Retail Zone with Shops & Cafés
Wellness & Fitness Centers
Jogging & Cycling Tracks
For inquiries & bookings:
Mahy Assem | 01220514187","Blanca Gardens, Soma Bay, Safaga, Hurghada, Red Sea",Penthouse,188.0,4,3,2025-08-28,2025,8,28
95,7000000,"With down payment 1,200,000 only own your Fully Finished Chalet with Private Garden at Hacienda Blue in Al Dabaa by Palm Hills Developments.......
Chalet 116 sqm
3 Bedrooms-3 Bathrooms-Private Garden
Very Prime Location
With Down payment 5% and the rest over 10 years....
*Hacienda Blue North Coast Location
-Hacienda Blue by Palm Hills has an ideal location on the 165th kilo of Alexandria - Matrouh Road in Ras El Hekma, North Coast. This prime location is across from Al Dabaa Road and puts you in close proximity to various other high-end destinations.
-In fact, Hacienda Blue North Coast is only 28 kilos from Alamein Airport and a short drive away from:
-South Med
-D Bay
-D.O.S.E
-Seazen Nort Coast
-La Vista Bay East
For more details please contact us.....","Hacienda White, Sidi Abdel Rahman, North Coast",Chalet,116.0,4,3,2025-07-16,2025,7,16
96,3000000,"wn your unit in the heart of Sheikh Zayed
With payment facilities over 10 years
Ivory Compound
Lowest down payment and longest repayment period
There are additional installments
Unit Details:
Area: 164 sqm
3 bedrooms, 2 bathrooms
3-piece reception
Location:
The compound enjoys a prime location in the heart of Sheikh Zayed,
Close to 26th of July Axis
Near Itaba Compound
Close to the Cairo-Alexandria Desert Road
Amenities:
Green spaces
Water features
Swimming pools
Children’s play areas
BBQ and relaxation areas
Commercial mall
Clubhouse
Private garage","Ivoire, Sheikh Zayed City, Giza",Apartment,159.0,3,2,2025-08-10,2025,8,10
98,6200000,"For sale chalet in D- Bay North Coast
D-Bay | Tatweer Misr
- Prime location , lagoon view
- Area 100 sqm + 122 sqm
2 bedrooms - 2 bathrooms
- Delivery 2026
- Fully finished
- down payment:  6,200,000 EGP
- Remaining installments: 2,258,000 until 2029
D Bay North Coast Location
The DBay village is on the 165th kilo of Alexandria - Marsa Matrouh Desert Road, easily accessible through many other roads like the Dabaa Road and the Fouka Road. Only 15 minutes away from Sidi Abdelrahman, D Bay North Coast location is in close proximity to various popular destinations. Including Telal, Hacienda, La Vista Bay, Marassi and Fouka Bay.
About D-Bay
Unique Selling Points of D-Bay North Coast
Leveling
D Bay took advantage of the natural topography of the area and placed its properties on different levels, giving them all a mesmerizing view of the sea, the lagoons and the green landscapes.
Lagoons
The coastal village features a number of swimmable lagoons, placed in every level. To give all residents a picturesque view and an easy access to a quick dip in the water.
Angular Architecture
The properties in D Bay North Coast have a unique exterior design with angular architecture. This allows the properties to have the maximum amount of fresh air and sunlight in.
About D Bay North Coast
D Bay is a coastal village spread across 200 acres of land in the North Coast. Developed by the real estate leader, Tatweer Misr, D-Bay North Coast is where aesthetics and culture intersect with functionality and convenience.
On a mission to reshape your summer vacation, D Bay has an 800 meter beachfront, various swimmable lagoons and a wide array of world-class amenities.","D-Bay, Qesm Ad Dabaah, North Coast",Chalet,100.0,2,2,2025-08-26,2025,8,26
99,4500000,"Spacious 175m² Apartment with Flexible Payment Plan!
BUA: 175 sqm
Bedrooms: 3 (including master with en-suite)
Bathrooms: 3 (including guest toilet)
Reception: 8.80 × 3.80
Kitchen: 3.00 × 2.85
3 Terraces with open views
Condition: Super Lux Finished
Total Price: 4,500,000 EGP
Remaining Balance: 2,300,000 EGP
Installment Plan: 5 Years
Quarterly Installment: 98,250 EGP
Perfect layout for families
Located in a prime residential compound
Great for both living & investment
Secure this opportunity now before prices go up!
Contact us for viewing or more info.","The Icon Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,175.0,4,3,2025-08-31,2025,8,31
100,16400000,"Arabia Developments provided the modern lifestyle and all the elements of modern life that residents dream of, so they chose the location of the compound in strategic place in Sheikh Zayed.
Town House For Sale In Elora Compound :
214 meters
3 rooms
3 bathrooms
Reception
Kitchen
Terrace
Garden
Roof
nanny room
5% down payment, installments up to 9 years
For reservations and inquiries, contact us on WhatsApp or call: 01008506942
-----------------------------------------------------------------
location:
- 3 minutes from Sphinx Airport.
- 5 minutes from Waslt Dahshour.
- 15 minutes from Mall of Arabia.
-----------------------------------------------------------------
The project area is 227 acres
Commercial and administrative area: 34 acres
Construction rate 18%
The percentage of green spaces is 82%
________________________________________________________________
Elora Compound Services:
- Green spaces
- Health club
- A commercial area on an area of ​​34 acres
- Security guard 24 hours
- Places designated for children
- swimming pool
- security cameras
- Track for running
- Private garages
- Electronic portals
- Regular maintenance team","Elora, New Zayed City, Sheikh Zayed City, Giza",Townhouse,214.0,3,3,2025-09-02,2025,9,2
101,25650000,"town house for sale in North Coast - Mountain View RAS EL HEKMA
BUA : 125 sqm
land: 170 sqm
Fully Finished
sale price : 25.650.000 EGP
down payment : 3.200.000 EGP
installment 7 years
Contains of : 3 Bedrooms + 4 Bathrooms-living
delivery :2027
=========================
Strategic Location of the Mountain View Ras El Hikma Project
Mountain View has the most beautiful views of the northern coast in the Ras El Hikma region, at 200 kilometers, which is a wonderful sea bay that enjoys the most beautiful sandy beaches and enjoyable water activities on its clear blue waters such as swimming, snorkeling and water games.
Ras El-Hikma area is a privileged location for easy access from it to Alexandria, Cairo and Marsa Matrouh, as a result of its connection to several major roads such as the Cairo-Alexandria Road, Wadi El-Natrun Road, El-Dabaa Road, and the new Fouka Road - one of the main roads - to the North Coast.
Mountain View Compound is close to the Sidi Abdel Rahman area, which makes it 50 km away from El Alamein Airport, 90 kilometers from Row Marina Village, and 3 hours from Greater Cairo and Burj Al Arab Airport.
========================
Properties for sale in Mountain View
Villas for sale in Mountain View
Townhouses for sale in Mountain View
Penthouses for sale in Mountain View
Duplexes for sale in Mountain View","Mountain View, Ras Al Hekma, North Coast",Townhouse,170.0,3,3,2025-08-18,2025,8,18
102,43000000,"June
Own Your Chalet With Garden with only 5% DP !!!!!!
---------------------------------------------------------------------------
Unit Details
2 bedrooms
2 bathrooms
terrace
reception
--------------------------------------------------------------------------
June is a gated coastal town in Ras El Hekma brought to you by SODIC, one of Egypt's top real estate developers. June is located 192 kilometres from Alexandria on a 300 acre plot with 650 metre beach front. It includes a whopping 25 acres of swimming pools and lagoons as well as a 4 acre clubhouse.","June, Ras Al Hekma, North Coast",Villa,250.0,4,4,2025-09-02,2025,9,2
103,27315000,"Nour - TMG
Town house corner
Semi finished
Without over price
Prime location
Open landscape view
3 bedrooms
3 bathrooms
BUA 207 sqm
Land 325 sqm
Total price 27.315.000
Down payment 3.500.000
About Noor Capital Gardens
Noor Capital Gardens is the first integrated smart city in the New Administrative Capital by Talaat Moustafa Group (TMG).
The Noor Capital Gardens Compound is not only an upscale residential community with a wide variety of opulent properties, rather, Noor TMG sets a model for top-notch smart cities worldwide.
Noor Compound is considered one of the first smart cities that preserves sustainability and eco-friendly means in the New Capital City.","Noor City, Cairo",Townhouse,207.0,3,3,2025-09-02,2025,9,2
104,12000000,"Chalet for Sale with Full Sea View in a Prime Location – Hacienda Heneish by Palm Hills
Developer: Palm Hills Developments
Unit Type: Chalet
---
Unit Details:
* 2 Bedrooms + Nanny’s Room with En-suite Bathroom
* 2 Bathrooms
* Spacious Reception and Family Living Area
* Fully Finished with Air Conditioners and Kitchen Cabinets
* Panoramic Views of Lagoon and Green Landscapes
* Full Sea View
* Bahary Orientation (North Facing)
* Prime Location Within the Project
---
**For More Information, Please Call:**
01202738533
---
### **About Hacienda Heneish – North Coast**
Hacienda Heneish is a premium resort developed by Palm Hills on the North Coast, located at kilometer 247 on the Alexandria–Marsa Matrouh Road, just a short drive from Marsa Matrouh Airport.
The project spans 420 acres and offers a peaceful, upscale beachside experience. The resort features a wide variety of luxury units with diverse designs and price ranges, as well as a wide range of services and amenities for residents.
---
### **Master Plan Highlights:**
* 420 Acres of Master-Planned Space
* Extensive Landscapes, Greenery, and Water Features
* Private Beach
* Glistening Lagoons and Swimming Pools
* Family-Friendly Environment
* Limited Built-Up Area to Maximize Open Space and Privacy
---
This is an ideal opportunity for buyers seeking a luxurious summer retreat or a smart investment in one of the North Coast’s most prestigious developments.
**#PalmHills #HaciendaHeneish #NorthCoast #ChaletForSale #SeaView**
--","Hacienda Heneish, Qesm Marsa Matrouh, North Coast",Chalet,110.0,3,2,2025-09-01,2025,9,1
105,15689250,"Lake View2 - El Hazek
Apartment For Sale With Installments
BUA : 181 M
3 Bedrooms
3 Bathrooms
Maids Room
Core & Shell
Delivery 2026
Down Payment : 5,241,650
Total Price : 15,689,250
Including Maintenance & Parking
About Insider
With our unique contemporary style and total passion for connecting people with property , we aspire to provide the ultimate real estate experience for today’s modern consumer. We are not confined by traditional real estate boundaries when it comes to buying, selling, renting or asset management, instead we are always finding new and innovative ways to satisfy our clients’ needs and be at the forefront of the Egyptian property market.
Insider is one of the most real estate agencies
Based on our years of market experience, we are able to provide you with information.
Our Core Values are The Foundation of Our Business and Divisions
• Provide Quality of Service
• Building Confidence With Loss is a Milestone in The End.","Lake View Residence 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,181.0,3,3,2025-08-04,2025,8,4
